ukcode,jycode,inputcode,chabbr,windcode
2231346,41343,YSQXN,127061,14黔西南,127061.SH
2231348,42438,GLZZ,110030,格力转债,110030.SH
2231352,41478,YSLRD,127058,14连融达,127058.SH
2231353,37307,YSSJJ,124902,14陕交建,124902.SH
2231354,39006,YSJYG,124981,14嘉峪关,124981.SH
2231359,39022,YSXGZ,124947,14西港债,124947.SH
2231368,42184,YSBXZ,127062,14博兴债,127062.SH
2231372,42458,YSXCLE,127068,14新昌02,127068.SH
2231380,41378,YSCXZ,127045,14长兴债,127045.SH
2231381,43222,YWGZLE,019502,15国债02,019502.SH
2231382,42844,YWTZT,127073,15铁暂停,127073.SH
2231384,39782,YSHCT,127025,14惠城投,127025.SH
2231385,39742,YSSTZ,122350,14盛屯债,122350.SH
2231390,41789,YSSKK,127049,14绍柯开,127049.SH
2231391,42451,YSZGZ,127069,14准国资,127069.SH
2231393,41094,YEZGLS,122345,12重工03,122345.SH
2231400,40824,YSYSQ,127037,14渝双桥,127037.SH
2231403,39740,YSBGLS,122342,13包钢03,122342.SH
2231416,41483,YSPHR,127055,14邳恒润,127055.SH
2231417,41701,YSZYT,127060,14遵义投,127060.SH
2231418,43158,YSBCLY,122348,14北辰01,122348.SH
2231419,43166,YSBCLE,122351,14北辰02,122351.SH
2231424,43768,YWGZLS,019503,15国债03,019503.SH
2231428,43072,YWJXZ,127075,15鸡西资,127075.SH
2231430,38373,YSDDZ,124950,14登电债,124950.SH
2231433,42907,YWTRLY,127053,15天瑞01,127053.SH
2231434,42365,YSQWLE,127071,14清微02,127071.SH
2231437,43788,DQZZ,113008,电气转债,113008.SH
2231438,43566,YSYLLY,122332,14亿利01,122332.SH
2231446,42277,YSFXLY,127065,14阜新01,127065.SH
2231448,41437,YSSYZ,127050,14松原债,127050.SH
2231449,43318,YWMGZ,127081,15牟国资,127081.SH
2231450,42904,YWDZLY,127080,15达州01,127080.SH
2231451,43104,YSQLZ,122355,14齐鲁债,122355.SH
2231452,43050,YWTDJ,127074,15铜大江,127074.SH
2231453,43315,YWHFT,127088,15汇丰投,127088.SH
2231454,42840,YEGQLS,122352,12广汽03,122352.SH
2231455,43854,YSZZZ,122357,14浙证债,122357.SH
2231457,43467,YWFTZ,127091,15梵投债,127091.SH
2231461,41821,YSMZZ,127057,14牟中债,127057.SH
2231462,41878,YWDSH,127092,15淀山湖,127092.SH
2231463,43251,YWYYH,127098,15营沿海,127098.SH
2231464,43565,YSZJLE,122349,14中炬02,122349.SH
2231465,43248,YWKMZ,122354,15康美债,122354.SH
2231467,42903,YWTWL,127007,15潭万楼,127007.SH
2231468,42467,YSJHZ,127072,14泾河债,127072.SH
2231469,43969,YSYHGY,122321,14银河G1,122321.SH
2231470,43970,YSYHGE,122322,14银河G2,122322.SH
2231476,43255,YWCGK,127079,15郴高科,127079.SH
2231477,43125,YWRCLY,127087,15榕城01,127087.SH
2231478,43162,YWXZLY,127089,15新郑01,127089.SH
2231479,43164,YWXZLE,127090,15新郑02,127090.SH
2231480,42841,YWPJK,127094,15盘经开,127094.SH
2231481,43101,YWDFC,127096,15东方财,127096.SH
2231482,43759,YWTRLE,127099,15天瑞02,127099.SH
2231490,41879,YWQWZ,127054,15黔物资,127054.SH
2231491,43200,YWWJK,127082,15望经开,127082.SH
2231496,33412,PRXBLY,124599,PR西保01,124599.SH
2231503,43097,YWPSZ,127078,15盘山债,127078.SH
2231504,43150,YWZQZ,127084,15中区债,127084.SH
2231505,42404,YSGALE,127066,14高安02,127066.SH
2231506,43098,YWBXZ,127077,15本溪债,127077.SH
2231508,40826,YSHZLY,127106,14黑债01,127106.SH
2231512,38103,YSJCT,124923,14胶城投,124923.SH
2231517,43464,YSFWLE,127085,14抚微02,127085.SH
2231518,43794,YWXJT,127100,15新交投,127100.SH
2231522,45006,YSTZZ,122363,14太证债,122363.SH
2231523,45295,YSYLLY,122364,14渝路01,122364.SH
2231528,41910,YWCTN,127108,15常天宁,127108.SH
2231533,45659,YWGZLS,019504,15国债04,019504.SH
2231534,42469,YSQKT,127070,14钦开投,127070.SH
2231535,43112,YWNCT,127076,15宁城投,127076.SH
2231536,44032,YWXKZ,127102,15襄矿债,127102.SH
2231537,44878,YWTCLY,127112,15天诚01,127112.SH
2231538,45322,ZSZT,127124,中色暂停,127124.SH
2231541,43466,YWBJT,127097,15毕建投,127097.SH
2231542,41872,YWJHZ,127101,15吉华债,127101.SH
2231543,46150,YSZWLE,127107,14紫微02,127107.SH
2231544,45035,YWLYD,127130,15临尧都,127130.SH
2231549,45100,YWRGZ,127114,15乳国资,127114.SH
2231555,43144,YWXJH,127095,15湘九华,127095.SH
2231556,44262,YWQNT,127111,15黔南投,127111.SH
2231557,44000,YWFCT,127118,15丰城投,127118.SH
2231558,34190,PRXBLE,124669,PR西保02,124669.SH
2231559,43988,YWXRS,127105,15咸荣盛,127105.SH
2231562,45583,YWTYZ,127109,15天盈债,127109.SH
2231563,46252,YWGZLW,019505,15国债05,019505.SH
2231566,45202,YWSTZ,127129,15苏通债,127129.SH
2231567,45521,YWGAZ,127134,15广安债,127134.SH
2231568,44925,YWKYZ,127138,15柯岩债,127138.SH
2231569,45458,YSSSLY,122362,14上实01,122362.SH
2231570,44914,YSCFZ,122367,14财富债,122367.SH
2231573,45318,YWXCJ,127110,15兴城建,127110.SH
2231576,44913,YWWCT,127127,15渭城投,127127.SH
2231578,44690,YSHHLY,122365,14昊华01,122365.SH
2231580,43474,YWTFZ,127093,15铜发债,127093.SH
2231581,46604,YWGZLQ,019507,15国债07,019507.SH
2231585,43678,YWFJL,127104,15涪交旅,127104.SH
2231586,46568,YSHRGY,122360,14华融G1,122360.SH
2231590,46331,YSDXZ,122353,14东兴债,122353.SH
2231594,44963,YWSGX,127121,15苏国信,127121.SH
2231597,45030,YWBNZ,127120,15巴南债,127120.SH
2231598,45794,YWDYZ,127158,15东营债,127158.SH
2231599,47097,YWGZLB,019508,15国债08,019508.SH
2231600,44911,YSLJLE,122284,13鲁金02,122284.SH
2231606,45650,YWXJW,127136,15西经微,127136.SH
2231609,45745,YWBGT,127151,15白工投,127151.SH
2231616,45460,YWMSZ,127132,15梅山债,127132.SH
2231620,46843,YSBGLS,122369,13包钢04,122369.SH
2231622,47886,YWLFZ,127156,15联峰债,127156.SH
2231626,46168,YWYTL,127152,15渝铜梁,127152.SH
2231631,45387,YWYCZ,127083,15宜创债,127083.SH
2231632,45788,YWYGX,127135,15益高新,127135.SH
2231633,45523,YWWXW,127140,15文小微,127140.SH
2231636,44926,YSLYG,122341,14连云港,122341.SH
2231637,46092,YSFTZ,122361,14福田债,122361.SH
2231641,43673,YWCXK,127116,15淳新开,127116.SH
2231642,45854,YWPGT,127147,15郫国投,127147.SH
2231643,45474,YWJJZ,127148,15九江置,127148.SH
2231644,44921,YWHNC,127178,15华南城,127178.SH
2231647,44685,YWSHZ,127133,15泗洪债,127133.SH
2231648,45457,YWXTZ,127143,15新泰债,127143.SH
2231649,44680,YWYXZ,127155,15宜兴债,127155.SH
2231650,48285,YWJSLY,130161,15江苏01,130161.SH
2231651,48286,YWJSLE,130162,15江苏02,130162.SH
2231652,48287,YWJSLS,130163,15江苏03,130163.SH
2231653,48294,YWJSLS,130164,15江苏04,130164.SH
2231657,45262,YWCGLY,127145,15长轨01,127145.SH
2231658,46593,YWLJZ,127164,15庐江债,127164.SH
2231659,46932,YWCXZ,127180,15郴新债,127180.SH
2231660,47094,YWSXC,127198,15绍新城,127198.SH
2231662,45747,YWWXW,127154,15乌小微,127154.SH
2231663,46384,YWYKG,127166,15洋口港,127166.SH
2231664,48411,YWXJLY,130165,15新疆01,130165.SH
2231665,48412,YWXJLE,130166,15新疆02,130166.SH
2231666,48413,YWXJLS,130167,15新疆03,130167.SH
2231667,48414,YWXJLS,130168,15新疆04,130168.SH
2231668,48486,YWGZYL,019510,15国债10,019510.SH
2231673,48593,YLXGS,127122,10湘高速,127122.SH
2231674,45316,YSYJLE,127131,14玉交02,127131.SH
2231675,46950,YWHCZ,127183,15淮城资,127183.SH
2231676,47020,YWDKZ,127201,15丹开债,127201.SH
2231680,47126,YSFGN,122356,14富贵鸟,122356.SH
2231681,47398,YSYLLE,122368,14渝路02,122368.SH
2231684,48707,YWGZYY,019511,15国债11,019511.SH
2231685,46232,YWSGK,127161,15石国控,127161.SH
2231686,44689,YWBZH,127172,15滨中海,127172.SH
2231687,48716,YWHBLY,130169,15湖北01,130169.SH
2231688,48717,YWHBLE,130170,15湖北02,130170.SH
2231689,48718,YWHBLS,130171,15湖北03,130171.SH
2231690,48720,YWHBLS,130172,15湖北04,130172.SH
2231693,47096,YWZGZ,122373,15舟港债,122373.SH
2231695,48831,YWGXLY,130173,15广西01,130173.SH
2231696,48832,YWGXLE,130174,15广西02,130174.SH
2231697,48833,YWGXLS,130175,15广西03,130175.SH
2231698,48834,YWGXLS,130176,15广西04,130176.SH
2231701,45796,YWWTLY,127175,15武铁01,127175.SH
2231702,45798,YWWTLE,127176,15武铁02,127176.SH
2231703,48917,YWSDLY,130177,15山东01,130177.SH
2231704,48918,YWSDLE,130178,15山东02,130178.SH
2231705,48919,YWSDLS,130179,15山东03,130179.SH
2231706,48920,YWSDLS,130180,15山东04,130180.SH
2231707,46530,YSHYZ,122370,14华远债,122370.SH
2231708,48604,YSZSZ,122374,14招商债,122374.SH
2231709,49081,YWCQLY,130181,15重庆01,130181.SH
2231710,49082,YWCQLE,130182,15重庆02,130182.SH
2231711,49083,YWCQLS,130183,15重庆03,130183.SH
2231712,49084,YWCQLS,130184,15重庆04,130184.SH
2231722,44923,YWSCT,127168,15绍城投,127168.SH
2231723,47381,YWCCT,127205,15巢城投,127205.SH
2231731,49222,YWGZLY,130185,15贵州01,130185.SH
2231732,49223,YWGZLE,130186,15贵州02,130186.SH
2231733,49224,YWGZLS,130187,15贵州03,130187.SH
2231734,49225,YWGZLS,130188,15贵州04,130188.SH
2231737,49316,YWAHLY,130189,15安徽01,130189.SH
2231738,49317,YWAHLE,130190,15安徽02,130190.SH
2231739,49318,YWAHLS,130191,15安徽03,130191.SH
2231740,49319,YWAHLS,130192,15安徽04,130192.SH
2231746,49422,YWTJLY,130193,15天津01,130193.SH
2231747,49423,YWTJLE,130194,15天津02,130194.SH
2231748,49424,YWTJLS,130195,15天津03,130195.SH
2231749,49425,YWTJLS,130196,15天津04,130196.SH
2231750,49560,YWHBLW,130197,15湖北05,130197.SH
2231751,49561,YWHBLL,130198,15湖北06,130198.SH
2231752,49562,YWHBLQ,130199,15湖北07,130199.SH
2231753,49563,YWHBLB,130200,15湖北08,130200.SH
2231754,49548,YWZJLY,130201,15浙江01,130201.SH
2231755,49549,YWZJLE,130202,15浙江02,130202.SH
2231756,49550,YWZJLS,130203,15浙江03,130203.SH
2231757,49551,YWZJLS,130204,15浙江04,130204.SH
2231758,49610,YWGZYE,019512,15国债12,019512.SH
2231761,47283,YWYYT,127189,15渝悦投,127189.SH
2231762,49695,YWHBLY,130205,15河北01,130205.SH
2231763,49696,YWHBLE,130206,15河北02,130206.SH
2231764,49697,YWHBLS,130207,15河北03,130207.SH
2231765,49698,YWHBLS,130208,15河北04,130208.SH
2231766,48443,YSZGLE,124892,14株高02,124892.SH
2231768,44961,YWXYZ,127119,15兴堰债,127119.SH
2231769,49740,YWJLLY,130209,15吉林01,130209.SH
2231770,49741,YWJLLE,130210,15吉林02,130210.SH
2231771,49742,YWJLLS,130211,15吉林03,130211.SH
2231772,49743,YWJLLS,130212,15吉林04,130212.SH
2231773,49849,YWHBZY,130217,15河北Z1,130217.SH
2231774,49850,YWHBZE,130218,15河北Z2,130218.SH
2231775,49851,YWHBZS,130219,15河北Z3,130219.SH
2231780,45088,YWWGT,127113,15乌国投,127113.SH
2231781,49820,YWSXLY,130213,15山西01,130213.SH
2231782,49829,YWSXLE,130214,15山西02,130214.SH
2231783,49830,YWSXLS,130215,15山西03,130215.SH
2231784,49831,YWSXLS,130216,15山西04,130216.SH
2231785,49920,YWGDLY,130220,15广东01,130220.SH
2231786,49921,YWGDLE,130221,15广东02,130221.SH
2231787,49922,YWGDLS,130222,15广东03,130222.SH
2231788,49923,YWGDLS,130223,15广东04,130223.SH
2231789,45804,YSCTZ,122372,14财通债,122372.SH
2231790,48963,YWSZLY,122376,15首置01,122376.SH
2231798,49933,YWJXLY,130224,15江西01,130224.SH
2231799,49934,YWJXLE,130225,15江西02,130225.SH
2231800,49935,YWJXLS,130226,15江西03,130226.SH
2231801,49936,YWJXLS,130227,15江西04,130227.SH
2231802,49980,YWNXLY,130228,15宁夏01,130228.SH
2231803,49981,YWNXLE,130229,15宁夏02,130229.SH
2231804,49982,YWNXLS,130230,15宁夏03,130230.SH
2231805,49983,YWNXLS,130231,15宁夏04,130231.SH
2231809,50082,YWXJLW,130232,15新疆05,130232.SH
2231810,50083,YWXJLL,130233,15新疆06,130233.SH
2231811,50084,YWXJLQ,130234,15新疆07,130234.SH
2231812,50085,YWXJLB,130235,15新疆08,130235.SH
2231813,50094,YWSCLY,130236,15四川01,130236.SH
2231814,50095,YWSCLE,130237,15四川02,130237.SH
2231815,50096,YWSCLS,130238,15四川03,130238.SH
2231816,50097,YWSCLS,130239,15四川04,130239.SH
2231821,46342,YWJTT,127173,15津铁投,127173.SH
2231822,44927,YWGLZ,127181,15桂林债,127181.SH
2231825,50262,YWHNLY,130240,15河南01,130240.SH
2231826,50263,YWHNLE,130241,15河南02,130241.SH
2231827,50264,YWHNLS,130242,15河南03,130242.SH
2231828,50265,YWHNLS,130243,15河南04,130243.SH
2231830,46112,YWZDQ,127186,15遵道桥,127186.SH
2231831,50411,YWLNLY,130244,15辽宁01,130244.SH
2231832,50412,YWLNLE,130245,15辽宁02,130245.SH
2231833,50413,YWLNLS,130246,15辽宁03,130246.SH
2231834,50414,YWLNLS,130247,15辽宁04,130247.SH
2231835,50435,YWYNLY,130248,15云南01,130248.SH
2231836,50436,YWYNLE,130249,15云南02,130249.SH
2231837,50437,YWYNLS,130250,15云南03,130250.SH
2231838,50438,YWYNLS,130251,15云南04,130251.SH
2231839,50121,HXZZ,110031,航信转债,110031.SH
2231841,45585,YWZJT,127137,15株今添,127137.SH
2231842,45265,YWTGT,127153,15吐国投,127153.SH
2231843,50540,YWQDLY,130252,15青岛01,130252.SH
2231844,50541,YWQDLE,130253,15青岛02,130253.SH
2231845,50542,YWQDLS,130254,15青岛03,130254.SH
2231846,50543,YWQDLS,130255,15青岛04,130255.SH
2231847,50544,YWHNLY,130256,15海南01,130256.SH
2231848,50545,YWHNLE,130257,15海南02,130257.SH
2231849,50546,YWHNLS,130258,15海南03,130258.SH
2231850,50547,YWHNLS,130259,15海南04,130259.SH
2231859,50693,YWJSZY,130260,15江苏Z1,130260.SH
2231860,50694,YWJSZE,130261,15江苏Z2,130261.SH
2231861,50695,YWJSZS,130262,15江苏Z3,130262.SH
2231862,49662,YWTJEB,132002,15天集EB,132002.SH
2231865,49888,YSXNLY,122379,14西南01,122379.SH
2231869,45198,YSFXLE,127123,14阜新02,127123.SH
2231870,46386,YWLCT,127160,15耒城投,127160.SH
2231871,46861,YWMJY,127177,15梅金叶,127177.SH
2231872,47401,YWJGX,127191,15济高新,127191.SH
2231873,48394,YWJCT,127219,15九城投,127219.SH
2231874,50913,YWSDLW,130267,15山东05,130267.SH
2231875,50914,YWSDLL,130268,15山东06,130268.SH
2231876,50915,YWSDLQ,130269,15山东07,130269.SH
2231877,50916,YWSDLB,130270,15山东08,130270.SH
2231878,49657,YSCTLE,122378,13楚天02,122378.SH
2231882,45727,YWHHZ,127144,15黄河债,127144.SH
2231883,44944,YWQAZ,127174,15迁安债,127174.SH
2231884,47178,YWDZZ,127190,15大足债,127190.SH
2231885,46720,YWHMH,127192,15沪闵行,127192.SH
2231886,50885,YWSXLY,130263,15陕西01,130263.SH
2231887,50886,YWSXLE,130264,15陕西02,130264.SH
2231888,50887,YWSXLS,130265,15陕西03,130265.SH
2231889,50888,YWSXLS,130266,15陕西04,130266.SH
2231890,49889,YSHHLY,122380,14瀚华01,122380.SH
2231895,47336,YWLKZ,127199,15龙口债,127199.SH
2231896,49097,YSSXZ,122375,14苏新债,122375.SH
2231897,47105,YWSCG,127185,15绍城改,127185.SH
2231898,51138,YWDLLY,130271,15大连01,130271.SH
2231899,51139,YWDLLE,130272,15大连02,130272.SH
2231900,51140,YWDLLS,130273,15大连03,130273.SH
2231901,51141,YWDLLS,130274,15大连04,130274.SH
2231902,51142,YWDLZY,130275,15大连Z1,130275.SH
2231903,51143,YWDLZE,130276,15大连Z2,130276.SH
2231904,51144,YWDLZS,130277,15大连Z3,130277.SH
2231905,51145,YWDLZS,130278,15大连Z4,130278.SH
2231906,47103,YWYCZ,127187,15宜城债,127187.SH
2231907,51219,YWGZLW,130279,15贵州05,130279.SH
2231908,51222,YWGZLL,130280,15贵州06,130280.SH
2231909,51225,YWGZLQ,130281,15贵州07,130281.SH
2231910,51229,YWGZLB,130282,15贵州08,130282.SH
2231911,51231,YWNMLY,130283,15内蒙01,130283.SH
2231912,51234,YWNMLE,130284,15内蒙02,130284.SH
2231913,51237,YWNMLS,130285,15内蒙03,130285.SH
2231914,51240,YWNMLS,130286,15内蒙04,130286.SH
2231916,45693,YWHJK,127142,15怀经开,127142.SH
2231917,47376,YWHLZ,127202,15呼伦债,127202.SH
2231918,51317,YWXJZY,130287,15新疆Z1,130287.SH
2231919,51318,YWXJZE,130288,15新疆Z2,130288.SH
2231920,51319,YWXJZS,130289,15新疆Z3,130289.SH
2231921,51320,YWXJZS,130290,15新疆Z4,130290.SH
2231922,51275,YSWGZ,122366,14武钢债,122366.SH
2231923,49395,YSSKZ,122377,14首开债,122377.SH
2231925,44934,YWDNZ,127141,15东南债,127141.SH
2231926,46054,YWHCT,127163,15海城投,127163.SH
2231927,51396,YWBJLY,130291,15北京01,130291.SH
2231928,51397,YWBJLE,130292,15北京02,130292.SH
2231929,51398,YWBJLS,130293,15北京03,130293.SH
2231930,51399,YWBJLS,130294,15北京04,130294.SH
2231931,51363,YWSCLW,130295,15四川05,130295.SH
2231932,51364,YWSCLL,130296,15四川06,130296.SH
2231933,51365,YWSCLQ,130297,15四川07,130297.SH
2231934,51366,YWSCLB,130298,15四川08,130298.SH
2231935,51439,YWGZYS,019514,15国债14,019514.SH
2231936,51550,YWGSLY,130299,15甘肃01,130299.SH
2231937,51551,YWGSLE,130300,15甘肃02,130300.SH
2231938,51552,YWGSLS,130301,15甘肃03,130301.SH
2231939,51553,YWGSLS,130302,15甘肃04,130302.SH
2231941,48021,YWHDLY,122383,15恒大01,122383.SH
2231944,47279,YWHHY,127196,15海海业,127196.SH
2231945,51656,YWQHLY,130303,15青海01,130303.SH
2231946,51657,YWQHLE,130304,15青海02,130304.SH
2231947,51658,YWQHLS,130305,15青海03,130305.SH
2231948,51659,YWQHLS,130306,15青海04,130306.SH
2231949,51624,YWNBLY,130307,15宁波01,130307.SH
2231950,51625,YWNBLE,130308,15宁波02,130308.SH
2231951,51626,YWNBLS,130309,15宁波03,130309.SH
2231952,51627,YWNBLS,130310,15宁波04,130310.SH
2231953,51610,YWNBZY,130311,15宁波Z1,130311.SH
2231954,51611,YWNBZE,130312,15宁波Z2,130312.SH
2231955,51613,YWNBZS,130313,15宁波Z3,130313.SH
2231956,51614,YWNBZS,130314,15宁波Z4,130314.SH
2231960,44595,YWQLZ,127139,15邛崃债,127139.SH
2231961,45096,YWBKJ,127150,15包科教,127150.SH
2231962,47180,YWSCT,127157,15石城投,127157.SH
2231963,47372,YWSYW,127210,15双鸭微,127210.SH
2231964,50158,YWWGX,127229,15潍高新,127229.SH
2231965,51778,YWGDZY,130315,15广东Z1,130315.SH
2231966,51781,YWGDZE,130316,15广东Z2,130316.SH
2231967,51784,YWGDZS,130317,15广东Z3,130317.SH
2231969,44637,YWMJK,127115,15马经开,127115.SH
2231970,44918,YSSMLE,127125,14三门02,127125.SH
2231971,49650,YWDWZ,127223,15大洼债,127223.SH
2231972,51901,YWFJLY,130318,15福建01,130318.SH
2231973,51902,YWFJLE,130319,15福建02,130319.SH
2231974,51903,YWFJLS,130320,15福建03,130320.SH
2231975,51904,YWFJLS,130321,15福建04,130321.SH
2231976,51951,YWGZYL,019516,15国债16,019516.SH
2231982,45792,YWYCT,127170,15渝城投,127170.SH
2231983,46852,YWZJF,127184,15漳经发,127184.SH
2231984,47374,YWTCLE,127194,15天诚02,127194.SH
2231988,52091,YWGWLY,127208,15国网01,127208.SH
2231989,52090,YWGWLE,127209,15国网02,127209.SH
2231990,52054,YWHNLY,130322,15湖南01,130322.SH
2231991,52055,YWHNLE,130323,15湖南02,130323.SH
2231992,52056,YWHNLS,130324,15湖南03,130324.SH
2231993,52057,YWHNLS,130325,15湖南04,130325.SH
2231996,52211,YWHBLJ,130326,15湖北09,130326.SH
2231997,52212,YWHBYL,130327,15湖北10,130327.SH
2231998,52213,YWHBYY,130328,15湖北11,130328.SH
2231999,52214,YWHBYE,130329,15湖北12,130329.SH
2232000,52223,YWHBZY,130330,15湖北Z1,130330.SH
2232001,52224,YWHBZE,130331,15湖北Z2,130331.SH
2232002,52225,YWHBZS,130332,15湖北Z3,130332.SH
2232003,52226,YWHBZS,130333,15湖北Z4,130333.SH
2232004,52170,YWGXLW,130334,15广西05,130334.SH
2232005,52171,YWGXLL,130335,15广西06,130335.SH
2232006,52172,YWGXLQ,130336,15广西07,130336.SH
2232007,52173,YWGXLB,130337,15广西08,130337.SH
2232008,52182,YWGXZY,130338,15广西Z1,130338.SH
2232009,52183,YWGXZE,130339,15广西Z2,130339.SH
2232010,51006,YSJYZ,122382,14京银债,122382.SH
2232011,46863,YWJGX,127188,15江高新,127188.SH
2232012,48471,YWJFZ,127214,15建发债,127214.SH
2232014,52335,YWGDLW,130340,15广东05,130340.SH
2232015,52336,YWGDLL,130341,15广东06,130341.SH
2232016,52337,YWGDLQ,130342,15广东07,130342.SH
2232017,52338,YWGDLB,130343,15广东08,130343.SH
2232018,51481,YWYNT,122391,15云能投,122391.SH
2232022,46043,YWECJ,127169,15鄂长江,127169.SH
2232023,48533,YWSCT,127216,15蜀城投,127216.SH
2232024,49711,YWJGLY,127231,15冀广01,127231.SH
2232025,50722,YSHTLY,122371,14亨通01,122371.SH
2232026,50837,YWZXLY,122384,15中信01,122384.SH
2232027,50838,YWZXLE,122385,15中信02,122385.SH
2232028,50754,YWCXLY,122387,15城乡01,122387.SH
2232029,51082,YWHTGY,122388,15华泰G1,122388.SH
2232031,52611,YWGZYQ,019517,15国债17,019517.SH
2232033,45098,YWGCZ,127221,15赣城债,127221.SH
2232034,52639,YWSDZY,130344,15山东Z1,130344.SH
2232035,52640,YWSDZE,130345,15山东Z2,130345.SH
2232036,52641,YWSDZS,130346,15山东Z3,130346.SH
2232037,52660,YWFJZY,130347,15福建Z1,130347.SH
2232038,52661,YWFJZE,130348,15福建Z2,130348.SH
2232039,52648,YWFJLW,130349,15福建05,130349.SH
2232040,52649,YWFJLL,130350,15福建06,130350.SH
2232041,52650,YWFJLQ,130351,15福建07,130351.SH
2232042,52651,YWFJLB,130352,15福建08,130352.SH
2232043,52769,YWHLLY,130353,15黑龙01,130353.SH
2232044,52770,YWHLLE,130354,15黑龙02,130354.SH
2232045,52771,YWHLLS,130355,15黑龙03,130355.SH
2232046,52772,YWHLLS,130356,15黑龙04,130356.SH
2232047,52781,YWHLZY,130357,15黑龙Z1,130357.SH
2232048,52782,YWHLZE,130358,15黑龙Z2,130358.SH
2232049,52783,YWHLZS,130359,15黑龙Z3,130359.SH
2232050,52749,YWYNZY,130360,15云南Z1,130360.SH
2232051,52750,YWYNZE,130361,15云南Z2,130361.SH
2232052,52751,YWYNZS,130362,15云南Z3,130362.SH
2232053,52752,YWYNZS,130363,15云南Z4,130363.SH
2232056,48605,YWHJT,127220,15邯建投,127220.SH
2232057,51187,YWJJZ,127235,15椒江债,127235.SH
2232058,51391,YWRCLE,127333,15榕城02,127333.SH
2232061,47101,YWJHC,127200,15津环城,127200.SH
2232063,51570,YWHDLE,122392,15恒大02,122392.SH
2232064,51571,YWHDLS,122393,15恒大03,122393.SH
2232069,46974,YWOHZ,127197,15瓯海债,127197.SH
2232072,53332,YWCQLW,130364,15重庆05,130364.SH
2232073,53333,YWCQLL,130365,15重庆06,130365.SH
2232074,53334,YWCQLQ,130366,15重庆07,130366.SH
2232075,53335,YWCQLB,130367,15重庆08,130367.SH
2232076,53346,YWCQZY,130368,15重庆Z1,130368.SH
2232077,53347,YWCQZE,130369,15重庆Z2,130369.SH
2232078,53460,YWXJLJ,130370,15新疆09,130370.SH
2232079,53463,YWXJYL,130371,15新疆10,130371.SH
2232080,53464,YWXJYY,130372,15新疆11,130372.SH
2232081,53465,YWXJYE,130373,15新疆12,130373.SH
2232082,53472,YWXJZW,130374,15新疆Z5,130374.SH
2232083,53473,YWXJZL,130375,15新疆Z6,130375.SH
2232084,53474,YWXJZQ,130376,15新疆Z7,130376.SH
