ukcode,jycode,inputcode,chabbr,windcode
538646452,4006483,HXE_C1712 325,美精铜看涨1712 325,HXE_C1712 325.CME
538646453,4006484,HXE_C1712 330,美精铜看涨1712 330,HXE_C1712 330.CME
538646454,4006485,HXE_C1712 335,美精铜看涨1712 335,HXE_C1712 335.CME
538646455,4006486,HXE_C1712 340,美精铜看涨1712 340,HXE_C1712 340.CME
538646456,4006487,HXE_C1712 345,美精铜看涨1712 345,HXE_C1712 345.CME
538646457,4006488,HXE_C1712 350,美精铜看涨1712 350,HXE_C1712 350.CME
538646458,4006489,HXE_C1712 355,美精铜看涨1712 355,HXE_C1712 355.CME
538646459,4006490,HXE_C1712 360,美精铜看涨1712 360,HXE_C1712 360.CME
538646460,4006491,HXE_C1712 365,美精铜看涨1712 365,HXE_C1712 365.CME
538646461,4006492,HXE_C1712 370,美精铜看涨1712 370,HXE_C1712 370.CME
538646462,4006493,HXE_C1712 375,美精铜看涨1712 375,HXE_C1712 375.CME
538646463,4006494,HXE_C1712 400,美精铜看涨1712 400,HXE_C1712 400.CME
538646464,4006495,HXE_C1712 425,美精铜看涨1712 425,HXE_C1712 425.CME
538646465,4006496,HXE_C1712 450,美精铜看涨1712 450,HXE_C1712 450.CME
538646466,4006497,HXE_C1712 475,美精铜看涨1712 475,HXE_C1712 475.CME
538646467,4006498,HXE_C1712 50,美精铜看涨1712 50,HXE_C1712 50.CME
538646468,4006499,HXE_C1712 500,美精铜看涨1712 500,HXE_C1712 500.CME
538646469,4006500,HXE_C1712 525,美精铜看涨1712 525,HXE_C1712 525.CME
538646470,4006501,HXE_C1712 550,美精铜看涨1712 550,HXE_C1712 550.CME
538646471,4006502,HXE_C1712 575,美精铜看涨1712 575,HXE_C1712 575.CME
538646472,4006503,HXE_C1712 580,美精铜看涨1712 580,HXE_C1712 580.CME
538646473,4006504,HXE_C1712 600,美精铜看涨1712 600,HXE_C1712 600.CME
538646474,4006505,HXE_C1712 75,美精铜看涨1712 75,HXE_C1712 75.CME
538646475,4006506,HXE_C1801 100,美精铜看涨1801 100,HXE_C1801 100.CME
538646476,4006507,HXE_C1801 110,美精铜看涨1801 110,HXE_C1801 110.CME
538646477,4006508,HXE_C1801 115,美精铜看涨1801 115,HXE_C1801 115.CME
538646478,4006509,HXE_C1801 120,美精铜看涨1801 120,HXE_C1801 120.CME
538646479,4006510,HXE_C1801 125,美精铜看涨1801 125,HXE_C1801 125.CME
538646480,4006511,HXE_C1801 130,美精铜看涨1801 130,HXE_C1801 130.CME
538646481,4006512,HXE_C1801 135,美精铜看涨1801 135,HXE_C1801 135.CME
538646482,4006513,HXE_C1801 140,美精铜看涨1801 140,HXE_C1801 140.CME
538646483,4006514,HXE_C1801 145,美精铜看涨1801 145,HXE_C1801 145.CME
538646484,4006515,HXE_C1801 150,美精铜看涨1801 150,HXE_C1801 150.CME
538646485,4006516,HXE_C1801 155,美精铜看涨1801 155,HXE_C1801 155.CME
538646486,4006517,HXE_C1801 160,美精铜看涨1801 160,HXE_C1801 160.CME
538646487,4006518,HXE_C1801 165,美精铜看涨1801 165,HXE_C1801 165.CME
538646488,4006519,HXE_C1801 170,美精铜看涨1801 170,HXE_C1801 170.CME
538646489,4006520,HXE_C1801 175,美精铜看涨1801 175,HXE_C1801 175.CME
538646490,4006521,HXE_C1801 180,美精铜看涨1801 180,HXE_C1801 180.CME
538646491,4006522,HXE_C1801 185,美精铜看涨1801 185,HXE_C1801 185.CME
538646492,4006523,HXE_C1801 190,美精铜看涨1801 190,HXE_C1801 190.CME
538646493,4006524,HXE_C1801 195,美精铜看涨1801 195,HXE_C1801 195.CME
538646494,4006525,HXE_C1801 200,美精铜看涨1801 200,HXE_C1801 200.CME
538646495,4006526,HXE_C1801 205,美精铜看涨1801 205,HXE_C1801 205.CME
538646496,4006527,HXE_C1801 210,美精铜看涨1801 210,HXE_C1801 210.CME
538646497,4006528,HXE_C1801 215,美精铜看涨1801 215,HXE_C1801 215.CME
538646498,4006529,HXE_C1801 220,美精铜看涨1801 220,HXE_C1801 220.CME
538646499,4006530,HXE_C1801 225,美精铜看涨1801 225,HXE_C1801 225.CME
538646500,4006531,HXE_C1801 230,美精铜看涨1801 230,HXE_C1801 230.CME
538646501,4006532,HXE_C1801 235,美精铜看涨1801 235,HXE_C1801 235.CME
538646502,4006533,HXE_C1801 240,美精铜看涨1801 240,HXE_C1801 240.CME
538646503,4006534,HXE_C1801 245,美精铜看涨1801 245,HXE_C1801 245.CME
538646504,4006535,HXE_C1801 25,美精铜看涨1801 25,HXE_C1801 25.CME
538646505,4006536,HXE_C1801 250,美精铜看涨1801 250,HXE_C1801 250.CME
538646506,4006537,HXE_C1801 255,美精铜看涨1801 255,HXE_C1801 255.CME
538646507,4006538,HXE_C1801 260,美精铜看涨1801 260,HXE_C1801 260.CME
538646508,4006539,HXE_C1801 265,美精铜看涨1801 265,HXE_C1801 265.CME
538646509,4006540,HXE_C1801 270,美精铜看涨1801 270,HXE_C1801 270.CME
538646510,4006541,HXE_C1801 275,美精铜看涨1801 275,HXE_C1801 275.CME
538646511,4006542,HXE_C1801 280,美精铜看涨1801 280,HXE_C1801 280.CME
538646512,4006543,HXE_C1801 285,美精铜看涨1801 285,HXE_C1801 285.CME
538646513,4006544,HXE_C1801 290,美精铜看涨1801 290,HXE_C1801 290.CME
538646514,4006545,HXE_C1801 295,美精铜看涨1801 295,HXE_C1801 295.CME
538646515,4006546,HXE_C1801 300,美精铜看涨1801 300,HXE_C1801 300.CME
538646516,4006547,HXE_C1801 305,美精铜看涨1801 305,HXE_C1801 305.CME
538646517,4006548,HXE_C1801 310,美精铜看涨1801 310,HXE_C1801 310.CME
538646518,4006549,HXE_C1801 315,美精铜看涨1801 315,HXE_C1801 315.CME
538646519,4006550,HXE_C1801 320,美精铜看涨1801 320,HXE_C1801 320.CME
538646520,4006551,HXE_C1801 325,美精铜看涨1801 325,HXE_C1801 325.CME
538646521,4006552,HXE_C1801 330,美精铜看涨1801 330,HXE_C1801 330.CME
538646522,4006553,HXE_C1801 335,美精铜看涨1801 335,HXE_C1801 335.CME
538646523,4006554,HXE_C1801 340,美精铜看涨1801 340,HXE_C1801 340.CME
538646524,4006555,HXE_C1801 345,美精铜看涨1801 345,HXE_C1801 345.CME
538646525,4006556,HXE_C1801 350,美精铜看涨1801 350,HXE_C1801 350.CME
538646526,4006557,HXE_C1801 355,美精铜看涨1801 355,HXE_C1801 355.CME
538646527,4006558,HXE_C1801 360,美精铜看涨1801 360,HXE_C1801 360.CME
538646528,4006559,HXE_C1801 365,美精铜看涨1801 365,HXE_C1801 365.CME
538646529,4006560,HXE_C1801 370,美精铜看涨1801 370,HXE_C1801 370.CME
538646530,4006561,HXE_C1801 375,美精铜看涨1801 375,HXE_C1801 375.CME
538646531,4006562,HXE_C1801 400,美精铜看涨1801 400,HXE_C1801 400.CME
538646532,4006563,HXE_C1801 425,美精铜看涨1801 425,HXE_C1801 425.CME
538646533,4006564,HXE_C1801 450,美精铜看涨1801 450,HXE_C1801 450.CME
538646534,4006565,HXE_C1801 475,美精铜看涨1801 475,HXE_C1801 475.CME
538646535,4006566,HXE_C1801 50,美精铜看涨1801 50,HXE_C1801 50.CME
538646536,4006567,HXE_C1801 500,美精铜看涨1801 500,HXE_C1801 500.CME
538646537,4006568,HXE_C1801 525,美精铜看涨1801 525,HXE_C1801 525.CME
538646538,4006569,HXE_C1801 550,美精铜看涨1801 550,HXE_C1801 550.CME
538646539,4006570,HXE_C1801 575,美精铜看涨1801 575,HXE_C1801 575.CME
538646540,4006571,HXE_C1801 600,美精铜看涨1801 600,HXE_C1801 600.CME
538646541,4006572,HXE_C1801 75,美精铜看涨1801 75,HXE_C1801 75.CME
538647116,4007249,HXE_P1709 100,美精铜看跌1709 100,HXE_P1709 100.CME
538647117,4007250,HXE_P1709 105,美精铜看跌1709 105,HXE_P1709 105.CME
538647118,4007251,HXE_P1709 110,美精铜看跌1709 110,HXE_P1709 110.CME
538647119,4007252,HXE_P1709 115,美精铜看跌1709 115,HXE_P1709 115.CME
538647120,4007253,HXE_P1709 120,美精铜看跌1709 120,HXE_P1709 120.CME
538647121,4007254,HXE_P1709 125,美精铜看跌1709 125,HXE_P1709 125.CME
538647122,4007255,HXE_P1709 130,美精铜看跌1709 130,HXE_P1709 130.CME
538647123,4007256,HXE_P1709 135,美精铜看跌1709 135,HXE_P1709 135.CME
538647124,4007257,HXE_P1709 140,美精铜看跌1709 140,HXE_P1709 140.CME
538647125,4007258,HXE_P1709 145,美精铜看跌1709 145,HXE_P1709 145.CME
538647126,4007259,HXE_P1709 150,美精铜看跌1709 150,HXE_P1709 150.CME
538647127,4007260,HXE_P1709 155,美精铜看跌1709 155,HXE_P1709 155.CME
538647128,4007261,HXE_P1709 160,美精铜看跌1709 160,HXE_P1709 160.CME
538647129,4007262,HXE_P1709 165,美精铜看跌1709 165,HXE_P1709 165.CME
538647130,4007263,HXE_P1709 170,美精铜看跌1709 170,HXE_P1709 170.CME
538647131,4007264,HXE_P1709 175,美精铜看跌1709 175,HXE_P1709 175.CME
538647132,4007265,HXE_P1709 178,美精铜看跌1709 178,HXE_P1709 178.CME
538647133,4007266,HXE_P1709 179,美精铜看跌1709 179,HXE_P1709 179.CME
538647134,4007267,HXE_P1709 180,美精铜看跌1709 180,HXE_P1709 180.CME
538647135,4007268,HXE_P1709 181,美精铜看跌1709 181,HXE_P1709 181.CME
538647136,4007269,HXE_P1709 182,美精铜看跌1709 182,HXE_P1709 182.CME
538647137,4007270,HXE_P1709 183,美精铜看跌1709 183,HXE_P1709 183.CME
538647138,4007271,HXE_P1709 184,美精铜看跌1709 184,HXE_P1709 184.CME
538647139,4007272,HXE_P1709 185,美精铜看跌1709 185,HXE_P1709 185.CME
538647140,4007273,HXE_P1709 186,美精铜看跌1709 186,HXE_P1709 186.CME
538647141,4007274,HXE_P1709 187,美精铜看跌1709 187,HXE_P1709 187.CME
538647142,4007275,HXE_P1709 188,美精铜看跌1709 188,HXE_P1709 188.CME
538647143,4007276,HXE_P1709 189,美精铜看跌1709 189,HXE_P1709 189.CME
538647144,4007277,HXE_P1709 190,美精铜看跌1709 190,HXE_P1709 190.CME
538647145,4007278,HXE_P1709 191,美精铜看跌1709 191,HXE_P1709 191.CME
538647146,4007279,HXE_P1709 192,美精铜看跌1709 192,HXE_P1709 192.CME
538647147,4007280,HXE_P1709 193,美精铜看跌1709 193,HXE_P1709 193.CME
538647148,4007281,HXE_P1709 194,美精铜看跌1709 194,HXE_P1709 194.CME
538647149,4007282,HXE_P1709 195,美精铜看跌1709 195,HXE_P1709 195.CME
538647150,4007283,HXE_P1709 196,美精铜看跌1709 196,HXE_P1709 196.CME
538647151,4007284,HXE_P1709 197,美精铜看跌1709 197,HXE_P1709 197.CME
538647152,4007285,HXE_P1709 198,美精铜看跌1709 198,HXE_P1709 198.CME
538647153,4007286,HXE_P1709 199,美精铜看跌1709 199,HXE_P1709 199.CME
538647154,4007287,HXE_P1709 200,美精铜看跌1709 200,HXE_P1709 200.CME
538647155,4007288,HXE_P1709 201,美精铜看跌1709 201,HXE_P1709 201.CME
538647156,4007289,HXE_P1709 202,美精铜看跌1709 202,HXE_P1709 202.CME
538647157,4007290,HXE_P1709 203,美精铜看跌1709 203,HXE_P1709 203.CME
538647158,4007291,HXE_P1709 204,美精铜看跌1709 204,HXE_P1709 204.CME
538647159,4007292,HXE_P1709 205,美精铜看跌1709 205,HXE_P1709 205.CME
538647160,4007293,HXE_P1709 206,美精铜看跌1709 206,HXE_P1709 206.CME
538647161,4007294,HXE_P1709 207,美精铜看跌1709 207,HXE_P1709 207.CME
538647162,4007295,HXE_P1709 208,美精铜看跌1709 208,HXE_P1709 208.CME
538647163,4007296,HXE_P1709 209,美精铜看跌1709 209,HXE_P1709 209.CME
538647164,4007297,HXE_P1709 210,美精铜看跌1709 210,HXE_P1709 210.CME
538647165,4007298,HXE_P1709 211,美精铜看跌1709 211,HXE_P1709 211.CME
538647166,4007299,HXE_P1709 212,美精铜看跌1709 212,HXE_P1709 212.CME
538647167,4007300,HXE_P1709 213,美精铜看跌1709 213,HXE_P1709 213.CME
538647168,4007301,HXE_P1709 214,美精铜看跌1709 214,HXE_P1709 214.CME
538647169,4007302,HXE_P1709 215,美精铜看跌1709 215,HXE_P1709 215.CME
538647170,4007303,HXE_P1709 216,美精铜看跌1709 216,HXE_P1709 216.CME
538647171,4007304,HXE_P1709 217,美精铜看跌1709 217,HXE_P1709 217.CME
538647172,4007305,HXE_P1709 218,美精铜看跌1709 218,HXE_P1709 218.CME
538647173,4007306,HXE_P1709 219,美精铜看跌1709 219,HXE_P1709 219.CME
538647174,4007307,HXE_P1709 220,美精铜看跌1709 220,HXE_P1709 220.CME
538647175,4007308,HXE_P1709 225,美精铜看跌1709 225,HXE_P1709 225.CME
538647176,4007309,HXE_P1709 230,美精铜看跌1709 230,HXE_P1709 230.CME
538647177,4007310,HXE_P1709 235,美精铜看跌1709 235,HXE_P1709 235.CME
538647178,4007311,HXE_P1709 240,美精铜看跌1709 240,HXE_P1709 240.CME
538647179,4007312,HXE_P1709 245,美精铜看跌1709 245,HXE_P1709 245.CME
538647180,4007313,HXE_P1709 25,美精铜看跌1709 25,HXE_P1709 25.CME
538647181,4007314,HXE_P1709 250,美精铜看跌1709 250,HXE_P1709 250.CME
538647182,4007315,HXE_P1709 255,美精铜看跌1709 255,HXE_P1709 255.CME
538647183,4007316,HXE_P1709 260,美精铜看跌1709 260,HXE_P1709 260.CME
538647184,4007317,HXE_P1709 265,美精铜看跌1709 265,HXE_P1709 265.CME
538647185,4007318,HXE_P1709 270,美精铜看跌1709 270,HXE_P1709 270.CME
538647186,4007319,HXE_P1709 275,美精铜看跌1709 275,HXE_P1709 275.CME
538647187,4007320,HXE_P1709 280,美精铜看跌1709 280,HXE_P1709 280.CME
538647188,4007321,HXE_P1709 285,美精铜看跌1709 285,HXE_P1709 285.CME
538647189,4007322,HXE_P1709 290,美精铜看跌1709 290,HXE_P1709 290.CME
538647190,4007323,HXE_P1709 295,美精铜看跌1709 295,HXE_P1709 295.CME
538647191,4007324,HXE_P1709 300,美精铜看跌1709 300,HXE_P1709 300.CME
538647192,4007325,HXE_P1709 305,美精铜看跌1709 305,HXE_P1709 305.CME
538647193,4007326,HXE_P1709 310,美精铜看跌1709 310,HXE_P1709 310.CME
538647194,4007327,HXE_P1709 315,美精铜看跌1709 315,HXE_P1709 315.CME
538647195,4007328,HXE_P1709 320,美精铜看跌1709 320,HXE_P1709 320.CME
538647196,4007329,HXE_P1709 325,美精铜看跌1709 325,HXE_P1709 325.CME
538647197,4007330,HXE_P1709 330,美精铜看跌1709 330,HXE_P1709 330.CME
538647198,4007331,HXE_P1709 335,美精铜看跌1709 335,HXE_P1709 335.CME
538647199,4007332,HXE_P1709 340,美精铜看跌1709 340,HXE_P1709 340.CME
538647200,4007333,HXE_P1709 345,美精铜看跌1709 345,HXE_P1709 345.CME
538647201,4007334,HXE_P1709 350,美精铜看跌1709 350,HXE_P1709 350.CME
538647202,4007335,HXE_P1709 355,美精铜看跌1709 355,HXE_P1709 355.CME
538647203,4007336,HXE_P1709 360,美精铜看跌1709 360,HXE_P1709 360.CME
538647204,4007337,HXE_P1709 365,美精铜看跌1709 365,HXE_P1709 365.CME
538647205,4007338,HXE_P1709 370,美精铜看跌1709 370,HXE_P1709 370.CME
538647206,4007339,HXE_P1709 375,美精铜看跌1709 375,HXE_P1709 375.CME
538647207,4007340,HXE_P1709 400,美精铜看跌1709 400,HXE_P1709 400.CME
538647208,4007341,HXE_P1709 425,美精铜看跌1709 425,HXE_P1709 425.CME
538647209,4007342,HXE_P1709 450,美精铜看跌1709 450,HXE_P1709 450.CME
538647210,4007343,HXE_P1709 475,美精铜看跌1709 475,HXE_P1709 475.CME
538647211,4007344,HXE_P1709 50,美精铜看跌1709 50,HXE_P1709 50.CME
538647212,4007345,HXE_P1709 500,美精铜看跌1709 500,HXE_P1709 500.CME
538647213,4007346,HXE_P1709 525,美精铜看跌1709 525,HXE_P1709 525.CME
538647214,4007347,HXE_P1709 550,美精铜看跌1709 550,HXE_P1709 550.CME
538647215,4007348,HXE_P1709 575,美精铜看跌1709 575,HXE_P1709 575.CME
538647216,4007349,HXE_P1709 600,美精铜看跌1709 600,HXE_P1709 600.CME
538647217,4007350,HXE_P1709 75,美精铜看跌1709 75,HXE_P1709 75.CME
538647218,4007351,HXE_P1710 100,美精铜看跌1710 100,HXE_P1710 100.CME
538647219,4007352,HXE_P1710 105,美精铜看跌1710 105,HXE_P1710 105.CME
538647220,4007353,HXE_P1710 110,美精铜看跌1710 110,HXE_P1710 110.CME
538647221,4007354,HXE_P1710 115,美精铜看跌1710 115,HXE_P1710 115.CME
538647222,4007355,HXE_P1710 120,美精铜看跌1710 120,HXE_P1710 120.CME
538647223,4007356,HXE_P1710 125,美精铜看跌1710 125,HXE_P1710 125.CME
538647224,4007357,HXE_P1710 130,美精铜看跌1710 130,HXE_P1710 130.CME
538647225,4007358,HXE_P1710 135,美精铜看跌1710 135,HXE_P1710 135.CME
538647226,4007359,HXE_P1710 140,美精铜看跌1710 140,HXE_P1710 140.CME
538647227,4007360,HXE_P1710 145,美精铜看跌1710 145,HXE_P1710 145.CME
538647228,4007361,HXE_P1710 150,美精铜看跌1710 150,HXE_P1710 150.CME
538647229,4007362,HXE_P1710 155,美精铜看跌1710 155,HXE_P1710 155.CME
538647230,4007363,HXE_P1710 160,美精铜看跌1710 160,HXE_P1710 160.CME
538647231,4007364,HXE_P1710 165,美精铜看跌1710 165,HXE_P1710 165.CME
538647232,4007365,HXE_P1710 170,美精铜看跌1710 170,HXE_P1710 170.CME
538647233,4007366,HXE_P1710 175,美精铜看跌1710 175,HXE_P1710 175.CME
538647234,4007367,HXE_P1710 178,美精铜看跌1710 178,HXE_P1710 178.CME
538647235,4007368,HXE_P1710 179,美精铜看跌1710 179,HXE_P1710 179.CME
538647236,4007369,HXE_P1710 180,美精铜看跌1710 180,HXE_P1710 180.CME
538647237,4007370,HXE_P1710 181,美精铜看跌1710 181,HXE_P1710 181.CME
538647238,4007371,HXE_P1710 182,美精铜看跌1710 182,HXE_P1710 182.CME
538647239,4007372,HXE_P1710 183,美精铜看跌1710 183,HXE_P1710 183.CME
538647240,4007373,HXE_P1710 184,美精铜看跌1710 184,HXE_P1710 184.CME
538647241,4007374,HXE_P1710 185,美精铜看跌1710 185,HXE_P1710 185.CME
538647242,4007375,HXE_P1710 186,美精铜看跌1710 186,HXE_P1710 186.CME
538647243,4007376,HXE_P1710 187,美精铜看跌1710 187,HXE_P1710 187.CME
538647244,4007377,HXE_P1710 188,美精铜看跌1710 188,HXE_P1710 188.CME
538647245,4007378,HXE_P1710 189,美精铜看跌1710 189,HXE_P1710 189.CME
538647246,4007379,HXE_P1710 190,美精铜看跌1710 190,HXE_P1710 190.CME
538647247,4007380,HXE_P1710 191,美精铜看跌1710 191,HXE_P1710 191.CME
538647248,4007381,HXE_P1710 192,美精铜看跌1710 192,HXE_P1710 192.CME
538647249,4007382,HXE_P1710 193,美精铜看跌1710 193,HXE_P1710 193.CME
538647250,4007383,HXE_P1710 194,美精铜看跌1710 194,HXE_P1710 194.CME
538647251,4007384,HXE_P1710 195,美精铜看跌1710 195,HXE_P1710 195.CME
538647252,4007385,HXE_P1710 196,美精铜看跌1710 196,HXE_P1710 196.CME
538647253,4007386,HXE_P1710 197,美精铜看跌1710 197,HXE_P1710 197.CME
538647254,4007387,HXE_P1710 198,美精铜看跌1710 198,HXE_P1710 198.CME
538647255,4007388,HXE_P1710 199,美精铜看跌1710 199,HXE_P1710 199.CME
538647256,4007389,HXE_P1710 200,美精铜看跌1710 200,HXE_P1710 200.CME
538647257,4007390,HXE_P1710 201,美精铜看跌1710 201,HXE_P1710 201.CME
538647258,4007391,HXE_P1710 202,美精铜看跌1710 202,HXE_P1710 202.CME
538647259,4007392,HXE_P1710 203,美精铜看跌1710 203,HXE_P1710 203.CME
538647260,4007393,HXE_P1710 204,美精铜看跌1710 204,HXE_P1710 204.CME
538647261,4007394,HXE_P1710 205,美精铜看跌1710 205,HXE_P1710 205.CME
538647262,4007395,HXE_P1710 206,美精铜看跌1710 206,HXE_P1710 206.CME
538647263,4007396,HXE_P1710 207,美精铜看跌1710 207,HXE_P1710 207.CME
538647264,4007397,HXE_P1710 208,美精铜看跌1710 208,HXE_P1710 208.CME
538647265,4007398,HXE_P1710 209,美精铜看跌1710 209,HXE_P1710 209.CME
538647266,4007399,HXE_P1710 210,美精铜看跌1710 210,HXE_P1710 210.CME
538647267,4007400,HXE_P1710 211,美精铜看跌1710 211,HXE_P1710 211.CME
538647268,4007401,HXE_P1710 212,美精铜看跌1710 212,HXE_P1710 212.CME
538647269,4007402,HXE_P1710 213,美精铜看跌1710 213,HXE_P1710 213.CME
538647270,4007403,HXE_P1710 214,美精铜看跌1710 214,HXE_P1710 214.CME
538647271,4007404,HXE_P1710 215,美精铜看跌1710 215,HXE_P1710 215.CME
538647272,4007405,HXE_P1710 216,美精铜看跌1710 216,HXE_P1710 216.CME
538647273,4007406,HXE_P1710 217,美精铜看跌1710 217,HXE_P1710 217.CME
538647274,4007407,HXE_P1710 218,美精铜看跌1710 218,HXE_P1710 218.CME
538647275,4007408,HXE_P1710 219,美精铜看跌1710 219,HXE_P1710 219.CME
538647276,4007409,HXE_P1710 220,美精铜看跌1710 220,HXE_P1710 220.CME
538647277,4007410,HXE_P1710 225,美精铜看跌1710 225,HXE_P1710 225.CME
538647278,4007411,HXE_P1710 230,美精铜看跌1710 230,HXE_P1710 230.CME
538647279,4007412,HXE_P1710 235,美精铜看跌1710 235,HXE_P1710 235.CME
538647280,4007413,HXE_P1710 240,美精铜看跌1710 240,HXE_P1710 240.CME
538647281,4007414,HXE_P1710 245,美精铜看跌1710 245,HXE_P1710 245.CME
538647282,4007415,HXE_P1710 25,美精铜看跌1710 25,HXE_P1710 25.CME
538647283,4007416,HXE_P1710 250,美精铜看跌1710 250,HXE_P1710 250.CME
538647284,4007417,HXE_P1710 255,美精铜看跌1710 255,HXE_P1710 255.CME
538647285,4007418,HXE_P1710 260,美精铜看跌1710 260,HXE_P1710 260.CME
538647286,4007419,HXE_P1710 265,美精铜看跌1710 265,HXE_P1710 265.CME
538647287,4007420,HXE_P1710 270,美精铜看跌1710 270,HXE_P1710 270.CME
538647288,4007421,HXE_P1710 275,美精铜看跌1710 275,HXE_P1710 275.CME
538647289,4007422,HXE_P1710 280,美精铜看跌1710 280,HXE_P1710 280.CME
538647290,4007423,HXE_P1710 285,美精铜看跌1710 285,HXE_P1710 285.CME
538647291,4007424,HXE_P1710 290,美精铜看跌1710 290,HXE_P1710 290.CME
538647292,4007425,HXE_P1710 295,美精铜看跌1710 295,HXE_P1710 295.CME
538647293,4007426,HXE_P1710 300,美精铜看跌1710 300,HXE_P1710 300.CME
538647294,4007427,HXE_P1710 305,美精铜看跌1710 305,HXE_P1710 305.CME
538647295,4007428,HXE_P1710 310,美精铜看跌1710 310,HXE_P1710 310.CME
538647296,4007429,HXE_P1710 315,美精铜看跌1710 315,HXE_P1710 315.CME
538647297,4007430,HXE_P1710 320,美精铜看跌1710 320,HXE_P1710 320.CME
538647298,4007431,HXE_P1710 325,美精铜看跌1710 325,HXE_P1710 325.CME
538647299,4007432,HXE_P1710 330,美精铜看跌1710 330,HXE_P1710 330.CME
538647300,4007433,HXE_P1710 335,美精铜看跌1710 335,HXE_P1710 335.CME
538647301,4007434,HXE_P1710 340,美精铜看跌1710 340,HXE_P1710 340.CME
538647302,4007435,HXE_P1710 345,美精铜看跌1710 345,HXE_P1710 345.CME
538647303,4007436,HXE_P1710 350,美精铜看跌1710 350,HXE_P1710 350.CME
538647304,4007437,HXE_P1710 355,美精铜看跌1710 355,HXE_P1710 355.CME
538647305,4007438,HXE_P1710 360,美精铜看跌1710 360,HXE_P1710 360.CME
538647306,4007439,HXE_P1710 365,美精铜看跌1710 365,HXE_P1710 365.CME
538647307,4007440,HXE_P1710 370,美精铜看跌1710 370,HXE_P1710 370.CME
538647308,4007441,HXE_P1710 375,美精铜看跌1710 375,HXE_P1710 375.CME
538647309,4007442,HXE_P1710 400,美精铜看跌1710 400,HXE_P1710 400.CME
538647310,4007443,HXE_P1710 425,美精铜看跌1710 425,HXE_P1710 425.CME
538647311,4007444,HXE_P1710 450,美精铜看跌1710 450,HXE_P1710 450.CME
538647312,4007445,HXE_P1710 475,美精铜看跌1710 475,HXE_P1710 475.CME
538647313,4007446,HXE_P1710 50,美精铜看跌1710 50,HXE_P1710 50.CME
538647314,4007447,HXE_P1710 500,美精铜看跌1710 500,HXE_P1710 500.CME
538647315,4007448,HXE_P1710 525,美精铜看跌1710 525,HXE_P1710 525.CME
538647316,4007449,HXE_P1710 550,美精铜看跌1710 550,HXE_P1710 550.CME
538647317,4007450,HXE_P1710 575,美精铜看跌1710 575,HXE_P1710 575.CME
538647318,4007451,HXE_P1710 600,美精铜看跌1710 600,HXE_P1710 600.CME
538647319,4007452,HXE_P1710 75,美精铜看跌1710 75,HXE_P1710 75.CME
538647320,4007453,HXE_P1711 100,美精铜看跌1711 100,HXE_P1711 100.CME
538647321,4007454,HXE_P1711 105,美精铜看跌1711 105,HXE_P1711 105.CME
538647322,4007455,HXE_P1711 110,美精铜看跌1711 110,HXE_P1711 110.CME
538647323,4007456,HXE_P1711 115,美精铜看跌1711 115,HXE_P1711 115.CME
538647324,4007457,HXE_P1711 120,美精铜看跌1711 120,HXE_P1711 120.CME
538647325,4007458,HXE_P1711 125,美精铜看跌1711 125,HXE_P1711 125.CME
538647326,4007459,HXE_P1711 130,美精铜看跌1711 130,HXE_P1711 130.CME
538647327,4007460,HXE_P1711 135,美精铜看跌1711 135,HXE_P1711 135.CME
538647328,4007461,HXE_P1711 140,美精铜看跌1711 140,HXE_P1711 140.CME
538647329,4007462,HXE_P1711 145,美精铜看跌1711 145,HXE_P1711 145.CME
538647330,4007463,HXE_P1711 150,美精铜看跌1711 150,HXE_P1711 150.CME
538647331,4007464,HXE_P1711 155,美精铜看跌1711 155,HXE_P1711 155.CME
538647332,4007465,HXE_P1711 160,美精铜看跌1711 160,HXE_P1711 160.CME
538647333,4007466,HXE_P1711 165,美精铜看跌1711 165,HXE_P1711 165.CME
538647334,4007467,HXE_P1711 170,美精铜看跌1711 170,HXE_P1711 170.CME
538647335,4007468,HXE_P1711 175,美精铜看跌1711 175,HXE_P1711 175.CME
538647336,4007469,HXE_P1711 178,美精铜看跌1711 178,HXE_P1711 178.CME
538647337,4007470,HXE_P1711 179,美精铜看跌1711 179,HXE_P1711 179.CME
538647338,4007471,HXE_P1711 180,美精铜看跌1711 180,HXE_P1711 180.CME
538647339,4007472,HXE_P1711 181,美精铜看跌1711 181,HXE_P1711 181.CME
538647340,4007473,HXE_P1711 182,美精铜看跌1711 182,HXE_P1711 182.CME
538647341,4007474,HXE_P1711 183,美精铜看跌1711 183,HXE_P1711 183.CME
538647342,4007475,HXE_P1711 184,美精铜看跌1711 184,HXE_P1711 184.CME
538647343,4007476,HXE_P1711 185,美精铜看跌1711 185,HXE_P1711 185.CME
538647344,4007477,HXE_P1711 186,美精铜看跌1711 186,HXE_P1711 186.CME
538647345,4007478,HXE_P1711 187,美精铜看跌1711 187,HXE_P1711 187.CME
538647346,4007479,HXE_P1711 188,美精铜看跌1711 188,HXE_P1711 188.CME
538647347,4007480,HXE_P1711 189,美精铜看跌1711 189,HXE_P1711 189.CME
538647348,4007481,HXE_P1711 190,美精铜看跌1711 190,HXE_P1711 190.CME
538647349,4007482,HXE_P1711 191,美精铜看跌1711 191,HXE_P1711 191.CME
538647350,4007483,HXE_P1711 192,美精铜看跌1711 192,HXE_P1711 192.CME
